northeast,Neighborhood Groups,0,2022-06-08
northeast,Preparedness Organizations,0,2022-06-08
northeast,Faith-based Organizations,0,2022-06-08
northeast,"Museums, Libraries, Parks, etc.",0,2022-06-08
northeast,Animal Shelter/Service Providers,0,2022-06-08
northeast,Agriculture/Livestock Sector,0,2022-06-08
northeast,Volunteer Radio Groups,0,2022-06-08
northeast,Science/Engineering Organizations,0,2022-06-08
northeast,Media Organizations,0,2022-06-08
northeast,Other,0,2022-06-08
oregon,"<tr><td align=""left""><a href=""https://www.shakeout.org/oregon/participant_list.php?start=oregon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-08
oregon,Childcare and Pre-Schools,19,2022-06-08
oregon,K-12 Schools and Districts,"2,145",2022-06-08
oregon,Colleges and Universities,0,2022-06-08
oregon,Local Government,750,2022-06-08
oregon,State Government,58,2022-06-08
oregon,Federal/National Government (Including Military),36,2022-06-08
oregon,Tribes/Indigenous Peoples,0,2022-06-08
oregon,Businesses,30,2022-06-08
oregon,Hotels and Other Lodgings,0,2022-06-08
oregon,Healthcare,603,2022-06-08
oregon,Senior Facilities/Communities,50,2022-06-08
oregon,Disability/AFN Organizations,0,2022-06-08
oregon,Non-Profit Organizations,800,2022-06-08
oregon,Neighborhood Groups,0,2022-06-08
oregon,Preparedness Organizations,0,2022-06-08
oregon,Faith-based Organizations,0,2022-06-08
oregon,"Museums, Libraries, Parks, etc.",0,2022-06-08
oregon,Animal Shelter/Service Providers,0,2022-06-08
oregon,Agriculture/Livestock Sector,0,2022-06-08
oregon,Volunteer Radio Groups,7,2022-06-08
oregon,Science/Engineering Organizations,0,2022-06-08
oregon,Media Organizations,0,2022-06-08
oregon,Other,0,2022-06-08
puertorico,"<tr><td align=""left""><a href=""https://www.shakeout.org/puertorico/participant_list.php?start=puertorico&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">32</td></tr>",32,2022-06-08
puertorico,Childcare and Pre-Schools,31,2022-06-08
puertorico,K-12 Schools and Districts,"1,035",2022-06-08
puertorico,Colleges and Universities,0,2022-06-08
puertorico,Local Government,25,2022-06-08
puertorico,State Government,449,2022-06-08
puertorico,Federal/National Government (Including Military),0,2022-06-08
puertorico,Businesses,0,2022-06-08
puertorico,Hotels and Other Lodgings,0,2022-06-08
puertorico,Healthcare,505,2022-06-08
puertorico,Senior Facilities/Communities,109,2022-06-08
puertorico,Disability/AFN Organizations,0,2022-06-08
puertorico,Non-Profit Organizations,8,2022-06-08
puertorico,Neighborhood Groups,0,2022-06-08
puertorico,Preparedness Organizations,0,2022-06-08
puertorico,Faith-based Organizations,0,2022-06-08
puertorico,"Museums, Libraries, Parks, etc.",10,2022-06-08
puertorico,Animal Shelter/Service Providers,0,2022-06-08
puertorico,Agriculture/Livestock Sector,0,2022-06-08
puertorico,Volunteer Radio Groups,15,2022-06-08
puertorico,Science/Engineering Organizations,0,2022-06-08
puertorico,Media Organizations,0,2022-06-08
puertorico,Other,22,2022-06-08
southeast,"<tr><td align=""left""><a href=""https://www.shakeout.org/southeast/participant_list.php?start=southeast&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-08
southeast,Childcare and Pre-Schools,98,2022-06-08
southeast,K-12 Schools and Districts,"20,801",2022-06-08
southeast,Colleges and Universities,"1,310",2022-06-08
southeast,Local Government,33,2022-06-08
southeast,State Government,0,2022-06-08
southeast,Federal/National Government (Including Military),0,2022-06-08
southeast,Tribes/Indigenous Peoples,0,2022-06-08
southeast,Businesses,23,2022-06-08
southeast,Hotels and Other Lodgings,0,2022-06-08
southeast,Healthcare,"1,044",2022-06-08
southeast,Senior Facilities/Communities,150,2022-06-08
southeast,Disability/AFN Organizations,0,2022-06-08
southeast,Non-Profit Organizations,85,2022-06-08
southeast,Neighborhood Groups,0,2022-06-08
southeast,Preparedness Organizations,0,2022-06-08
southeast,Faith-based Organizations,0,2022-06-08
southeast,"Museums, Libraries, Parks, etc.",0,2022-06-08
southeast,Animal Shelter/Service Providers,0,2022-06-08
southeast,Agriculture/Livestock Sector,0,2022-06-08
southeast,Volunteer Radio Groups,0,2022-06-08
southeast,Science/Engineering Organizations,0,2022-06-08
southeast,Media Organizations,0,2022-06-08
southeast,Other,11,2022-06-08
texas,"<tr><td align=""left""><a href=""https://www.shakeout.org/texas/participant_list.php?start=texas&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-08
texas,Childcare and Pre-Schools,0,2022-06-08
texas,K-12 Schools and Districts,0,2022-06-08
texas,Colleges and Universities,0,2022-06-08
texas,Local Government,0,2022-06-08
texas,State Government,0,2022-06-08
texas,Federal/National Government (Including Military),150,2022-06-08
texas,Tribes/Indigenous Peoples,0,2022-06-08
texas,Businesses,75,2022-06-08
texas,Hotels and Other Lodgings,12,2022-06-08
texas,Healthcare,0,2022-06-08
texas,Senior Facilities/Communities,0,2022-06-08
texas,Disability/AFN Organizations,0,2022-06-08
texas,Non-Profit Organizations,0,2022-06-08
texas,Neighborhood Groups,0,2022-06-08
texas,Preparedness Organizations,0,2022-06-08
texas,Faith-based Organizations,0,2022-06-08
texas,"Museums, Libraries, Parks, etc.",0,2022-06-08
texas,Animal Shelter/Service Providers,0,2022-06-08
texas,Agriculture/Livestock Sector,0,2022-06-08
texas,Volunteer Radio Groups,0,2022-06-08
texas,Science/Engineering Organizations,0,2022-06-08
texas,Media Organizations,0,2022-06-08
texas,Other,0,2022-06-08
uppermidwest,"<tr><td align=""left""><a href=""https://www.shakeout.org/uppermidwest/participant_list.php?start=uppermidwest&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
uppermidwest,Childcare and Pre-Schools,0,2022-06-08
uppermidwest,K-12 Schools and Districts,0,2022-06-08
uppermidwest,Colleges and Universities,0,2022-06-08
uppermidwest,Local Government,0,2022-06-08
uppermidwest,State Government,0,2022-06-08
uppermidwest,Federal/National Government (Including Military),0,2022-06-08
uppermidwest,Tribes/Indigenous Peoples,0,2022-06-08
uppermidwest,Businesses,0,2022-06-08
uppermidwest,Hotels and Other Lodgings,0,2022-06-08
uppermidwest,Healthcare,0,2022-06-08
uppermidwest,Senior Facilities/Communities,0,2022-06-08
uppermidwest,Disability/AFN Organizations,0,2022-06-08
uppermidwest,Non-Profit Organizations,0,2022-06-08
uppermidwest,Neighborhood Groups,0,2022-06-08
uppermidwest,Preparedness Organizations,0,2022-06-08
uppermidwest,Faith-based Organizations,0,2022-06-08
uppermidwest,"Museums, Libraries, Parks, etc.",0,2022-06-08
uppermidwest,Animal Shelter/Service Providers,0,2022-06-08
uppermidwest,Agriculture/Livestock Sector,0,2022-06-08
uppermidwest,Volunteer Radio Groups,0,2022-06-08
uppermidwest,Science/Engineering Organizations,0,2022-06-08
uppermidwest,Media Organizations,0,2022-06-08
uppermidwest,Other,0,2022-06-08
usvi,"<tr><td align=""left""><a href=""https://www.shakeout.org/usvi/participant_list.php?start=usvi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
usvi,Childcare and Pre-Schools,113,2022-06-08
usvi,K-12 Schools and Districts,0,2022-06-08
usvi,Colleges and Universities,0,2022-06-08
usvi,Local Government,0,2022-06-08
usvi,State Government,0,2022-06-08
usvi,Federal/National Government (Including Military),0,2022-06-08
usvi,Businesses,0,2022-06-08
usvi,Hotels and Other Lodgings,0,2022-06-08
usvi,Healthcare,0,2022-06-08
usvi,Senior Facilities/Communities,0,2022-06-08
usvi,Disability/AFN Organizations,0,2022-06-08
usvi,Non-Profit Organizations,0,2022-06-08
usvi,Neighborhood Groups,0,2022-06-08
usvi,Preparedness Organizations,0,2022-06-08
usvi,Faith-based Organizations,0,2022-06-08
usvi,"Museums, Libraries, Parks, etc.",0,2022-06-08
usvi,Animal Shelter/Service Providers,0,2022-06-08
usvi,Agriculture/Livestock Sector,0,2022-06-08
usvi,Volunteer Radio Groups,0,2022-06-08
usvi,Science/Engineering Organizations,0,2022-06-08
usvi,Media Organizations,0,2022-06-08
usvi,Other,0,2022-06-08
utah,"<tr><td align=""left""><a href=""https://www.shakeout.org/utah/participant_list.php?start=utah&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2,129</td></tr>","2,129",2022-06-08
utah,Childcare and Pre-Schools,"8,913",2022-06-08
utah,K-12 Schools and Districts,"623,836",2022-06-08
utah,Colleges and Universities,"143,052",2022-06-08
utah,Local Government,"18,298",2022-06-08
utah,State Government,"21,361",2022-06-08
utah,Federal/National Government (Including Military),219,2022-06-08
utah,Tribes/Indigenous Peoples,25,2022-06-08
utah,Businesses,"21,945",2022-06-08
utah,Hotels and Other Lodgings,0,2022-06-08
utah,Healthcare,"14,339",2022-06-08
utah,Senior Facilities/Communities,"3,792",2022-06-08
utah,Disability/AFN Organizations,591,2022-06-08
utah,Non-Profit Organizations,"4,643",2022-06-08
utah,Neighborhood Groups,"2,955",2022-06-08
utah,Preparedness Organizations,766,2022-06-08
utah,Faith-based Organizations,"14,542",2022-06-08
utah,"Museums, Libraries, Parks, etc.",90,2022-06-08
utah,Animal Shelter/Service Providers,0,2022-06-08
utah,Agriculture/Livestock Sector,0,2022-06-08
utah,Volunteer Radio Groups,513,2022-06-08
utah,Science/Engineering Organizations,156,2022-06-08
utah,Media Organizations,230,2022-06-08
utah,Other,982,2022-06-08
washington,"<tr><td align=""left""><a href=""https://www.shakeout.org/washington/participant_list.php?start=washington&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">92</td></tr>",92,2022-06-08
washington,Childcare and Pre-Schools,0,2022-06-08
washington,K-12 Schools and Districts,"42,432",2022-06-08
washington,Colleges and Universities,4,2022-06-08
washington,Local Government,909,2022-06-08
washington,State Government,"7,051",2022-06-08
washington,Federal/National Government (Including Military),0,2022-06-08
washington,Tribes/Indigenous Peoples,640,2022-06-08
washington,Businesses,"4,302",2022-06-08
washington,Hotels and Other Lodgings,0,2022-06-08
washington,Healthcare,"3,427",2022-06-08
washington,Senior Facilities/Communities,75,2022-06-08
washington,Disability/AFN Organizations,0,2022-06-08
washington,Non-Profit Organizations,144,2022-06-08
washington,Neighborhood Groups,210,2022-06-08
washington,Preparedness Organizations,0,2022-06-08
washington,Faith-based Organizations,0,2022-06-08
washington,"Museums, Libraries, Parks, etc.",45,2022-06-08
washington,Animal Shelter/Service Providers,0,2022-06-08
washington,Agriculture/Livestock Sector,0,2022-06-08
washington,Volunteer Radio Groups,41,2022-06-08
washington,Science/Engineering Organizations,35,2022-06-08
washington,Media Organizations,0,2022-06-08
washington,Other,50,2022-06-08
wyoming,"<tr><td align=""left""><a href=""https://www.shakeout.org/wyoming/participant_list.php?start=wyoming&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
wyoming,Childcare and Pre-Schools,0,2022-06-08
wyoming,K-12 Schools and Districts,0,2022-06-08
wyoming,Colleges and Universities,0,2022-06-08
wyoming,Local Government,0,2022-06-08
wyoming,State Government,0,2022-06-08
wyoming,Federal/National Government (Including Military),0,2022-06-08
wyoming,Tribes/Indigenous Peoples,0,2022-06-08
wyoming,Businesses,0,2022-06-08
wyoming,Hotels and Other Lodgings,0,2022-06-08
wyoming,Healthcare,0,2022-06-08
wyoming,Senior Facilities/Communities,0,2022-06-08
wyoming,Disability/AFN Organizations,0,2022-06-08
wyoming,Non-Profit Organizations,20,2022-06-08
wyoming,Neighborhood Groups,0,2022-06-08
wyoming,Preparedness Organizations,0,2022-06-08
wyoming,Faith-based Organizations,0,2022-06-08
wyoming,"Museums, Libraries, Parks, etc.",0,2022-06-08
wyoming,Animal Shelter/Service Providers,0,2022-06-08
wyoming,Agriculture/Livestock Sector,0,2022-06-08
wyoming,Volunteer Radio Groups,0,2022-06-08
wyoming,Science/Engineering Organizations,0,2022-06-08
wyoming,Media Organizations,0,2022-06-08
wyoming,Other,0,2022-06-08
yukon,"<tr><td align=""left""><a href=""https://www.shakeout.org/yukon/participant_list.php?start=yukon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
yukon,Childcare and Pre-Schools,0,2022-06-08
yukon,K-12 Schools and Districts,0,2022-06-08
yukon,Colleges and Universities,0,2022-06-08
yukon,Local Government,90,2022-06-08
yukon,Federal/National Government (Including Military),0,2022-06-08
yukon,Businesses,0,2022-06-08
yukon,Hotels and Other Lodgings,0,2022-06-08
yukon,Healthcare,0,2022-06-08
yukon,Senior Facilities/Communities,0,2022-06-08
yukon,Disability/AFN Organizations,0,2022-06-08
yukon,Non-Profit Organizations,0,2022-06-08
yukon,Preparedness Organizations,0,2022-06-08
yukon,Faith-based Organizations,0,2022-06-08
yukon,"Museums, Libraries, Parks, etc.",0,2022-06-08
yukon,Animal Shelter/Service Providers,0,2022-06-08
yukon,Agriculture/Livestock Sector,0,2022-06-08
yukon,Volunteer Radio Groups,0,2022-06-08
yukon,Science/Engineering Organizations,0,2022-06-08
yukon,Media Organizations,0,2022-06-08
yukon,Other,0,2022-06-08
alaska,"<tr><td align=""left""><a href=""https://www.shakeout.org/alaska/participant_list.php?start=alaska&amp;category=other"" style=""font-size:14px;"">Other</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-09
americansamoa,"<tr><td align=""left""><a href=""https://www.shakeout.org/americansamoa/participant_list.php?start=americansamoa&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-09
americansamoa,Childcare and Pre-Schools,0,2022-06-09
americansamoa,K-12 Schools and Districts,0,2022-06-09
americansamoa,Colleges and Universities,0,2022-06-09
americansamoa,Local Government,100,2022-06-09
americansamoa,State Government,0,2022-06-09
americansamoa,Federal/National Government (Including Military),0,2022-06-09
americansamoa,Tribes/Indigenous Peoples,0,2022-06-09
americansamoa,Businesses,6,2022-06-09
americansamoa,Hotels and Other Lodgings,0,2022-06-09
americansamoa,Healthcare,0,2022-06-09
americansamoa,Senior Facilities/Communities,0,2022-06-09
americansamoa,Disability/AFN Organizations,0,2022-06-09
americansamoa,Non-Profit Organizations,0,2022-06-09
americansamoa,Neighborhood Groups,0,2022-06-09
americansamoa,Preparedness Organizations,0,2022-06-09
americansamoa,Faith-based Organizations,0,2022-06-09
americansamoa,"Museums, Libraries, Parks, etc.",0,2022-06-09
americansamoa,Animal Shelter/Service Providers,0,2022-06-09
americansamoa,Agriculture/Livestock Sector,0,2022-06-09
americansamoa,Volunteer Radio Groups,0,2022-06-09
americansamoa,Science/Engineering Organizations,0,2022-06-09
americansamoa,Media Organizations,0,2022-06-09
americansamoa,Other,0,2022-06-09
arizona,"<tr><td align=""left""><a href=""https://www.shakeout.org/arizona/participant_list.php?start=arizona&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">5</td></tr>",5,2022-06-09
arizona,Childcare and Pre-Schools,0,2022-06-09
arizona,K-12 Schools and Districts,0,2022-06-09
arizona,Colleges and Universities,0,2022-06-09
arizona,Local Government,0,2022-06-09
arizona,State Government,0,2022-06-09
arizona,Federal/National Government (Including Military),0,2022-06-09
arizona,Tribes/Indigenous Peoples,0,2022-06-09
arizona,Businesses,0,2022-06-09
arizona,Hotels and Other Lodgings,0,2022-06-09
arizona,Healthcare,240,2022-06-09
arizona,Senior Facilities/Communities,0,2022-06-09
arizona,Disability/AFN Organizations,0,2022-06-09
arizona,Non-Profit Organizations,0,2022-06-09
arizona,Neighborhood Groups,0,2022-06-09
arizona,Preparedness Organizations,0,2022-06-09
arizona,Faith-based Organizations,0,2022-06-09
arizona,"Museums, Libraries, Parks, etc.",0,2022-06-09
arizona,Animal Shelter/Service Providers,0,2022-06-09
arizona,Agriculture/Livestock Sector,0,2022-06-09
arizona,Volunteer Radio Groups,0,2022-06-09
arizona,Science/Engineering Organizations,0,2022-06-09
arizona,Media Organizations,0,2022-06-09
arizona,Other,0,2022-06-09
california,"<tr><td align=""left""><a href=""https://www.shakeout.org/california/participant_list.php?start=california&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">663</td></tr>",663,2022-06-09
california,Childcare and Pre-Schools,"5,448",2022-06-09
california,K-12 Schools and Districts,"3,563,254",2022-06-09
california,Colleges and Universities,"750,791",2022-06-09
california,Local Government,"485,306",2022-06-09
california,State Government,"24,278",2022-06-09
california,Federal/National Government (Including Military),"48,453",2022-06-09
california,Businesses,"142,329",2022-06-09
california,Hotels and Other Lodgings,"1,750",2022-06-09
california,Healthcare,"67,585",2022-06-09
california,Senior Facilities/Communities,"12,515",2022-06-09
california,Disability/AFN Organizations,536,2022-06-09
california,Non-Profit Organizations,"16,229",2022-06-09
california,Neighborhood Groups,"3,200",2022-06-09
california,Preparedness Organizations,"1,315",2022-06-09
california,Faith-based Organizations,"125,144",2022-06-09
california,"Museums, Libraries, Parks, etc.","1,520",2022-06-09
california,Animal Shelter/Service Providers,110,2022-06-09
california,Agriculture/Livestock Sector,0,2022-06-09
california,Volunteer Radio Groups,140,2022-06-09
california,Science/Engineering Organizations,182,2022-06-09
california,Media Organizations,0,2022-06-09
california,Other,205,2022-06-09
centralus,"<tr><td align=""left""><a href=""https://www.shakeout.org/centralus/participant_list.php?start=centralus&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">114</td></tr>",114,2022-06-09
centralus,Childcare and Pre-Schools,700,2022-06-09
centralus,K-12 Schools and Districts,"3,262",2022-06-09
centralus,Colleges and Universities,"11,675",2022-06-09
centralus,Local Government,"1,359",2022-06-09
centralus,State Government,702,2022-06-09
centralus,Federal/National Government (Including Military),"15,000",2022-06-09
centralus,Tribes/Indigenous Peoples,0,2022-06-09
centralus,Businesses,"16,551",2022-06-09
centralus,Hotels and Other Lodgings,0,2022-06-09
centralus,Healthcare,"2,386",2022-06-09
centralus,Senior Facilities/Communities,525,2022-06-09
centralus,Disability/AFN Organizations,250,2022-06-09
centralus,Non-Profit Organizations,280,2022-06-09
centralus,Neighborhood Groups,0,2022-06-09
centralus,Preparedness Organizations,4,2022-06-09
centralus,Faith-based Organizations,0,2022-06-09
centralus,"Museums, Libraries, Parks, etc.",300,2022-06-09
centralus,Animal Shelter/Service Providers,0,2022-06-09
centralus,Agriculture/Livestock Sector,0,2022-06-09
centralus,Volunteer Radio Groups,0,2022-06-09
centralus,Science/Engineering Organizations,0,2022-06-09
centralus,Media Organizations,0,2022-06-09
centralus,Other,"2,200",2022-06-09
cnmi,"<tr><td align=""left""><a href=""https://www.shakeout.org/cnmi/participant_list.php?start=cnmi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-09
cnmi,Childcare and Pre-Schools,0,2022-06-09
cnmi,K-12 Schools and Districts,0,2022-06-09
cnmi,Colleges and Universities,0,2022-06-09
cnmi,Local Government,0,2022-06-09
cnmi,State Government,0,2022-06-09
cnmi,Federal/National Government (Including Military),0,2022-06-09
cnmi,Businesses,0,2022-06-09
cnmi,Hotels and Other Lodgings,0,2022-06-09
cnmi,Healthcare,0,2022-06-09
cnmi,Senior Facilities/Communities,0,2022-06-09
cnmi,Disability/AFN Organizations,0,2022-06-09
cnmi,Non-Profit Organizations,0,2022-06-09
cnmi,Neighborhood Groups,0,2022-06-09
cnmi,Preparedness Organizations,0,2022-06-09
cnmi,Faith-based Organizations,0,2022-06-09
cnmi,"Museums, Libraries, Parks, etc.",0,2022-06-09
cnmi,Animal Shelter/Service Providers,0,2022-06-09
cnmi,Agriculture/Livestock Sector,0,2022-06-09
cnmi,Volunteer Radio Groups,0,2022-06-09
cnmi,Science/Engineering Organizations,0,2022-06-09
cnmi,Media Organizations,0,2022-06-09
cnmi,Other,0,2022-06-09
colorado,"<tr><td align=""left""><a href=""https://www.shakeout.org/colorado/participant_list.php?start=colorado&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">7</td></tr>",7,2022-06-09
colorado,Childcare and Pre-Schools,0,2022-06-09
colorado,K-12 Schools and Districts,0,2022-06-09
colorado,Colleges and Universities,0,2022-06-09
colorado,Local Government,0,2022-06-09
colorado,State Government,0,2022-06-09
colorado,Federal/National Government (Including Military),0,2022-06-09
colorado,Tribes/Indigenous Peoples,0,2022-06-09
colorado,Businesses,0,2022-06-09
colorado,Hotels and Other Lodgings,0,2022-06-09
colorado,Healthcare,0,2022-06-09
colorado,Senior Facilities/Communities,0,2022-06-09
colorado,Disability/AFN Organizations,0,2022-06-09
colorado,Non-Profit Organizations,0,2022-06-09
colorado,Neighborhood Groups,0,2022-06-09
colorado,Preparedness Organizations,0,2022-06-09
colorado,Faith-based Organizations,0,2022-06-09
colorado,"Museums, Libraries, Parks, etc.",0,2022-06-09
colorado,Animal Shelter/Service Providers,0,2022-06-09
colorado,Agriculture/Livestock Sector,0,2022-06-09
colorado,Volunteer Radio Groups,0,2022-06-09
colorado,Science/Engineering Organizations,0,2022-06-09
colorado,Media Organizations,0,2022-06-09
colorado,Other,0,2022-06-09
guam,"<tr><td align=""left""><a href=""https://www.shakeout.org/guam/participant_list.php?start=guam&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-09
guam,Childcare and Pre-Schools,0,2022-06-09
guam,K-12 Schools and Districts,0,2022-06-09
guam,Colleges and Universities,0,2022-06-09
guam,Local Government,0,2022-06-09
guam,Federal/National Government (Including Military),0,2022-06-09
guam,Businesses,0,2022-06-09
guam,Hotels and Other Lodgings,0,2022-06-09
guam,Healthcare,0,2022-06-09
guam,Disability/AFN Organizations,0,2022-06-09
guam,Non-Profit Organizations,0,2022-06-09
guam,Neighborhood Groups,0,2022-06-09
guam,Faith-based Organizations,0,2022-06-09
guam,"Museums, Libraries, Parks, etc.",0,2022-06-09
guam,Media Organizations,0,2022-06-09
guam,Other,0,2022-06-09
hawaii,"<tr><td align=""left""><a href=""https://www.shakeout.org/hawaii/participant_list.php?start=hawaii&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">7</td></tr>",7,2022-06-09
hawaii,Childcare and Pre-Schools,0,2022-06-09
hawaii,K-12 Schools and Districts,800,2022-06-09
hawaii,Colleges and Universities,0,2022-06-09
hawaii,Local Government,0,2022-06-09
hawaii,State Government,80,2022-06-09
hawaii,Federal/National Government (Including Military),0,2022-06-09
hawaii,Tribes/Indigenous Peoples,0,2022-06-09
hawaii,Businesses,0,2022-06-09
hawaii,Hotels and Other Lodgings,0,2022-06-09
hawaii,Healthcare,0,2022-06-09
hawaii,Senior Facilities/Communities,15,2022-06-09
hawaii,Disability/AFN Organizations,0,2022-06-09
hawaii,Non-Profit Organizations,0,2022-06-09
hawaii,Neighborhood Groups,0,2022-06-09
hawaii,Preparedness Organizations,0,2022-06-09
hawaii,Faith-based Organizations,0,2022-06-09
hawaii,"Museums, Libraries, Parks, etc.",0,2022-06-09
hawaii,Animal Shelter/Service Providers,0,2022-06-09
hawaii,Agriculture/Livestock Sector,0,2022-06-09
hawaii,Volunteer Radio Groups,0,2022-06-09
hawaii,Science/Engineering Organizations,0,2022-06-09
hawaii,Media Organizations,0,2022-06-09
hawaii,Other,0,2022-06-09
idaho,"<tr><td align=""left""><a href=""https://www.shakeout.org/idaho/participant_list.php?start=idaho&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">4</td></tr>",4,2022-06-09
idaho,Childcare and Pre-Schools,0,2022-06-09
idaho,K-12 Schools and Districts,0,2022-06-09
idaho,Colleges and Universities,0,2022-06-09
idaho,Local Government,2,2022-06-09
idaho,State Government,0,2022-06-09
idaho,Federal/National Government (Including Military),0,2022-06-09
idaho,Tribes/Indigenous Peoples,0,2022-06-09
idaho,Businesses,0,2022-06-09
idaho,Hotels and Other Lodgings,0,2022-06-09
idaho,Healthcare,170,2022-06-09
idaho,Senior Facilities/Communities,0,2022-06-09
idaho,Disability/AFN Organizations,0,2022-06-09
idaho,Non-Profit Organizations,0,2022-06-09
idaho,Neighborhood Groups,0,2022-06-09
idaho,Preparedness Organizations,0,2022-06-09
idaho,Faith-based Organizations,0,2022-06-09
idaho,"Museums, Libraries, Parks, etc.",0,2022-06-09
idaho,Animal Shelter/Service Providers,0,2022-06-09
idaho,Agriculture/Livestock Sector,0,2022-06-09
idaho,Volunteer Radio Groups,0,2022-06-09
idaho,Science/Engineering Organizations,0,2022-06-09
idaho,Media Organizations,0,2022-06-09
idaho,Other,0,2022-06-09
montana,"<tr><td align=""left""><a href=""https://www.shakeout.org/montana/participant_list.php?start=montana&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-09
montana,Childcare and Pre-Schools,0,2022-06-09
montana,K-12 Schools and Districts,699,2022-06-09
montana,Colleges and Universities,0,2022-06-09
montana,Local Government,0,2022-06-09
montana,State Government,0,2022-06-09
montana,Federal/National Government (Including Military),0,2022-06-09
montana,Tribes/Indigenous Peoples,0,2022-06-09
montana,Businesses,0,2022-06-09
montana,Hotels and Other Lodgings,0,2022-06-09
montana,Healthcare,30,2022-06-09
montana,Senior Facilities/Communities,0,2022-06-09
montana,Disability/AFN Organizations,0,2022-06-09
montana,Non-Profit Organizations,0,2022-06-09
montana,Neighborhood Groups,0,2022-06-09
montana,Preparedness Organizations,0,2022-06-09
montana,Faith-based Organizations,0,2022-06-09
montana,"Museums, Libraries, Parks, etc.",0,2022-06-09
montana,Animal Shelter/Service Providers,0,2022-06-09
montana,Agriculture/Livestock Sector,0,2022-06-09
montana,Volunteer Radio Groups,0,2022-06-09
montana,Science/Engineering Organizations,0,2022-06-09
montana,Media Organizations,0,2022-06-09
montana,Other,0,2022-06-09
nevada,"<tr><td align=""left""><a href=""https://www.shakeout.org/nevada/participant_list.php?start=nevada&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">9</td></tr>",9,2022-06-09
nevada,Childcare and Pre-Schools,105,2022-06-09
nevada,K-12 Schools and Districts,938,2022-06-09
nevada,Colleges and Universities,0,2022-06-09
nevada,Local Government,0,2022-06-09
nevada,State Government,0,2022-06-09
nevada,Federal/National Government (Including Military),0,2022-06-09
nevada,Tribes/Indigenous Peoples,0,2022-06-09
nevada,Businesses,100,2022-06-09
nevada,Hotels and Other Lodgings,0,2022-06-09
nevada,Healthcare,413,2022-06-09
nevada,Senior Facilities/Communities,0,2022-06-09
nevada,Disability/AFN Organizations,10,2022-06-09
nevada,Non-Profit Organizations,4,2022-06-09
nevada,Neighborhood Groups,0,2022-06-09
nevada,Preparedness Organizations,0,2022-06-09
nevada,Faith-based Organizations,0,2022-06-09
nevada,"Museums, Libraries, Parks, etc.",0,2022-06-09
nevada,Animal Shelter/Service Providers,0,2022-06-09
nevada,Agriculture/Livestock Sector,0,2022-06-09
nevada,Volunteer Radio Groups,0,2022-06-09
nevada,Science/Engineering Organizations,10,2022-06-09
nevada,Media Organizations,0,2022-06-09
nevada,Other,0,2022-06-09
